"id","Gender","Age","Grade","Class","item","session","accuracy","skip","help","self","math_anxiety","buoyancy","avoidance","pc_trait","worry","pc_state","math_ability"
1,"M",9.6,4,1,2,2,0,1,0,0,26,26,38,22,6,6,11
1,"M",9,4,1,3,2,0,1,0,0,26,26,38,22,6,6,11
1,"M",9.5,4,1,5,2,1,0,0,1,26,26,38,22,6,6,11
1,"M",10,4,1,8,2,0,0,0,1,26,26,38,22,6,6,11
1,"M",9.4,4,1,9,2,1,0,0,1,26,26,38,22,6,6,11
1,"M",9.9,4,1,16,2,0,1,0,0,26,26,38,22,6,6,11
1,"M",9.4,4,1,20,2,0,0,0,1,26,26,38,22,6,6,11
1,"M",9.4,4,1,23,2,0,1,0,0,26,26,38,22,6,6,11
1,"M",9.3,4,1,24,2,0,0,0,1,26,26,38,22,6,6,11
1,"M",9.6,4,1,25,2,0,0,0,1,26,26,38,22,6,6,11
1,"M",9,4,1,26,2,0,1,0,0,26,26,38,22,6,6,11
1,"M",9.8,4,1,29,2,1,0,1,0,26,26,38,22,6,6,11
1,"M",9.8,4,1,30,2,0,0,0,1,26,26,38,22,6,6,11
1,"M",9,4,1,35,2,0,0,0,1,26,26,38,22,6,6,11
1,"M",9.3,4,1,36,2,1,0,0,1,26,26,38,22,6,6,11
1,"M",9.2,4,1,37,2,1,0,0,1,26,26,38,22,6,6,11
1,"M",9.7,4,1,38,2,1,0,1,0,26,26,38,22,6,6,11
1,"M",9.3,4,1,39,2,0,0,0,1,26,26,38,22,6,6,11
1,"M",9.6,4,1,40,2,0,1,0,0,26,26,38,22,6,6,11
1,"M",10,4,1,43,2,0,1,0,0,26,26,38,22,6,6,11
1,"M",9.4,4,1,44,2,0,0,0,1,26,26,38,22,6,6,11
1,"M",9.7,4,1,46,2,0,1,0,0,26,26,38,22,6,6,11
1,"M",9.7,4,1,50,2,1,0,0,1,26,26,38,22,6,6,11
1,"M",9.8,4,1,51,2,0,0,0,1,26,26,38,22,6,6,11
1,"M",9,4,1,55,2,0,1,0,0,26,26,38,22,6,6,11
1,"M",9.4,4,1,56,2,1,0,0,1,26,26,38,22,6,6,11
1,"M",9.9,4,1,57,2,1,0,0,1,26,26,38,22,6,6,11
1,"M",9.7,4,1,58,2,1,0,0,1,26,26,38,22,6,6,11
1,"M",10,4,1,59,2,0,1,0,0,26,26,38,22,6,6,11
2,"F",9,4,1,2,1,1,NA,NA,NA,38,12,23,29,8,10,22
2,"F",9.6,4,1,3,1,1,NA,NA,NA,38,12,23,29,8,10,22
2,"F",9.7,4,1,9,1,1,NA,NA,NA,38,12,23,29,8,10,22
2,"F",9.6,4,1,11,1,1,NA,NA,NA,38,12,23,29,8,10,22
2,"F",9.8,4,1,14,1,1,NA,NA,NA,38,12,23,29,8,10,22
2,"F",9.2,4,1,17,1,0,NA,NA,NA,38,12,23,29,8,10,22
2,"F",9.8,4,1,18,1,1,NA,NA,NA,38,12,23,29,8,10,22
2,"F",9.5,4,1,20,1,1,NA,NA,NA,38,12,23,29,8,10,22
2,"F",9.7,4,1,21,1,0,NA,NA,NA,38,12,23,29,8,10,22
2,"F",9.3,4,1,22,1,1,NA,NA,NA,38,12,23,29,8,10,22
2,"F",9.4,4,1,28,1,1,NA,NA,NA,38,12,23,29,8,10,22
2,"F",9.6,4,1,29,1,1,NA,NA,NA,38,12,23,29,8,10,22
2,"F",9.8,4,1,30,1,1,NA,NA,NA,38,12,23,29,8,10,22
2,"F",9.1,4,1,35,1,0,NA,NA,NA,38,12,23,29,8,10,22
2,"F",9.2,4,1,36,1,1,NA,NA,NA,38,12,23,29,8,10,22
2,"F",10,4,1,37,1,1,NA,NA,NA,38,12,23,29,8,10,22
2,"F",9.7,4,1,40,1,1,NA,NA,NA,38,12,23,29,8,10,22
2,"F",9.2,4,1,42,1,0,NA,NA,NA,38,12,23,29,8,10,22
2,"F",9.2,4,1,43,1,1,NA,NA,NA,38,12,23,29,8,10,22
2,"F",9,4,1,47,1,1,NA,NA,NA,38,12,23,29,8,10,22
2,"F",9.1,4,1,49,1,1,NA,NA,NA,38,12,23,29,8,10,22
2,"F",9.2,4,1,50,1,1,NA,NA,NA,38,12,23,29,8,10,22
2,"F",9.4,4,1,52,1,0,NA,NA,NA,38,12,23,29,8,10,22
2,"F",9.6,4,1,53,1,1,NA,NA,NA,38,12,23,29,8,10,22
2,"F",9.8,4,1,54,1,0,NA,NA,NA,38,12,23,29,8,10,22
2,"F",9.3,4,1,56,1,1,NA,NA,NA,38,12,23,29,8,10,22
2,"F",9.1,4,1,57,1,0,NA,NA,NA,38,12,23,29,8,10,22
2,"F",9,4,1,58,1,1,NA,NA,NA,38,12,23,29,8,10,22
2,"F",9.2,4,1,59,1,1,NA,NA,NA,38,12,23,29,8,10,22
2,"F",9.5,4,1,60,1,0,NA,NA,NA,38,12,23,29,8,10,22
2,"F",9.5,4,1,1,2,0,1,0,0,38,12,23,29,8,10,22
2,"F",9.4,4,1,4,2,0,1,0,0,38,12,23,29,8,10,22
2,"F",9.6,4,1,5,2,0,1,0,0,38,12,23,29,8,10,22
2,"F",9.2,4,1,6,2,0,0,1,0,38,12,23,29,8,10,22
2,"F",9.9,4,1,7,2,1,0,1,0,38,12,23,29,8,10,22
2,"F",9.8,4,1,8,2,0,0,1,0,38,12,23,29,8,10,22
2,"F",9,4,1,10,2,1,0,1,0,38,12,23,29,8,10,22
2,"F",9.2,4,1,12,2,0,1,0,0,38,12,23,29,8,10,22
2,"F",9.7,4,1,13,2,1,0,1,0,38,12,23,29,8,10,22
2,"F",9.8,4,1,15,2,0,1,0,0,38,12,23,29,8,10,22
2,"F",9.5,4,1,16,2,0,1,0,0,38,12,23,29,8,10,22
2,"F",9.6,4,1,19,2,0,0,0,1,38,12,23,29,8,10,22
2,"F",9,4,1,23,2,0,1,0,0,38,12,23,29,8,10,22
2,"F",9.3,4,1,24,2,0,1,0,0,38,12,23,29,8,10,22
2,"F",9.7,4,1,25,2,1,0,0,1,38,12,23,29,8,10,22
2,"F",9.7,4,1,26,2,1,0,1,0,38,12,23,29,8,10,22
2,"F",9.5,4,1,27,2,0,1,0,0,38,12,23,29,8,10,22
2,"F",9.5,4,1,31,2,1,0,1,0,38,12,23,29,8,10,22
2,"F",9.9,4,1,32,2,1,0,0,1,38,12,23,29,8,10,22
2,"F",9.6,4,1,33,2,0,0,1,0,38,12,23,29,8,10,22
2,"F",9.7,4,1,34,2,1,0,1,0,38,12,23,29,8,10,22
2,"F",9,4,1,38,2,0,1,0,0,38,12,23,29,8,10,22
2,"F",9.4,4,1,39,2,1,0,0,1,38,12,23,29,8,10,22
2,"F",9.2,4,1,41,2,0,1,0,0,38,12,23,29,8,10,22
2,"F",9.6,4,1,44,2,1,0,1,0,38,12,23,29,8,10,22
2,"F",9.7,4,1,45,2,1,0,1,0,38,12,23,29,8,10,22
2,"F",9.8,4,1,46,2,0,0,0,1,38,12,23,29,8,10,22
2,"F",9.9,4,1,48,2,0,0,1,0,38,12,23,29,8,10,22
2,"F",10,4,1,51,2,0,0,1,0,38,12,23,29,8,10,22
2,"F",9.5,4,1,55,2,1,0,0,1,38,12,23,29,8,10,22
3,"F",9.3,4,1,4,1,1,NA,NA,NA,24,24,36,17,6,7,13
3,"F",9.9,4,1,6,1,0,NA,NA,NA,24,24,36,17,6,7,13
3,"F",9.9,4,1,7,1,1,NA,NA,NA,24,24,36,17,6,7,13
3,"F",9.6,4,1,8,1,0,NA,NA,NA,24,24,36,17,6,7,13
3,"F",9.4,4,1,9,1,1,NA,NA,NA,24,24,36,17,6,7,13
3,"F",9.2,4,1,12,1,0,NA,NA,NA,24,24,36,17,6,7,13
3,"F",9.2,4,1,13,1,0,NA,NA,NA,24,24,36,17,6,7,13
3,"F",10,4,1,19,1,1,NA,NA,NA,24,24,36,17,6,7,13
3,"F",9.7,4,1,20,1,0,NA,NA,NA,24,24,36,17,6,7,13
3,"F",9.9,4,1,21,1,1,NA,NA,NA,24,24,36,17,6,7,13
3,"F",9.1,4,1,24,1,1,NA,NA,NA,24,24,36,17,6,7,13
3,"F",9.6,4,1,25,1,1,NA,NA,NA,24,24,36,17,6,7,13
3,"F",9.7,4,1,27,1,0,NA,NA,NA,24,24,36,17,6,7,13
3,"F",9.6,4,1,28,1,0,NA,NA,NA,24,24,36,17,6,7,13
3,"F",9.8,4,1,29,1,1,NA,NA,NA,24,24,36,17,6,7,13
3,"F",9.6,4,1,30,1,0,NA,NA,NA,24,24,36,17,6,7,13
3,"F",9.4,4,1,32,1,0,NA,NA,NA,24,24,36,17,6,7,13
3,"F",9.7,4,1,34,1,0,NA,NA,NA,24,24,36,17,6,7,13
3,"F",9.8,4,1,35,1,0,NA,NA,NA,24,24,36,17,6,7,13
3,"F",9.6,4,1,37,1,1,NA,NA,NA,24,24,36,17,6,7,13
3,"F",9.8,4,1,38,1,0,NA,NA,NA,24,24,36,17,6,7,13
3,"F",9.1,4,1,40,1,0,NA,NA,NA,24,24,36,17,6,7,13
3,"F",9.9,4,1,42,1,1,NA,NA,NA,24,24,36,17,6,7,13
3,"F",9.8,4,1,43,1,1,NA,NA,NA,24,24,36,17,6,7,13
3,"F",9.9,4,1,44,1,0,NA,NA,NA,24,24,36,17,6,7,13
3,"F",9.5,4,1,48,1,0,NA,NA,NA,24,24,36,17,6,7,13
3,"F",9.6,4,1,51,1,0,NA,NA,NA,24,24,36,17,6,7,13
3,"F",9.1,4,1,52,1,1,NA,NA,NA,24,24,36,17,6,7,13
3,"F",9.4,4,1,58,1,1,NA,NA,NA,24,24,36,17,6,7,13
3,"F",9.1,4,1,60,1,0,NA,NA,NA,24,24,36,17,6,7,13
3,"F",9.3,4,1,1,2,0,1,0,0,24,24,36,17,6,7,13
3,"F",9.5,4,1,2,2,0,1,0,0,24,24,36,17,6,7,13
3,"F",9.4,4,1,3,2,0,0,0,1,24,24,36,17,6,7,13
3,"F",9.2,4,1,5,2,1,0,0,1,24,24,36,17,6,7,13
3,"F",9.8,4,1,10,2,1,0,0,1,24,24,36,17,6,7,13
3,"F",9.2,4,1,11,2,0,0,0,1,24,24,36,17,6,7,13
3,"F",9.6,4,1,14,2,0,1,0,0,24,24,36,17,6,7,13
3,"F",9.7,4,1,15,2,0,0,0,1,24,24,36,17,6,7,13
3,"F",9.1,4,1,16,2,0,0,0,1,24,24,36,17,6,7,13
3,"F",9.2,4,1,17,2,1,0,0,1,24,24,36,17,6,7,13
3,"F",9.8,4,1,18,2,1,0,0,1,24,24,36,17,6,7,13
3,"F",9.5,4,1,22,2,0,1,0,0,24,24,36,17,6,7,13
3,"F",9.7,4,1,23,2,1,0,0,1,24,24,36,17,6,7,13
3,"F",9.4,4,1,26,2,0,1,0,0,24,24,36,17,6,7,13
3,"F",9.4,4,1,31,2,0,1,0,0,24,24,36,17,6,7,13
3,"F",9.6,4,1,33,2,0,0,0,1,24,24,36,17,6,7,13
3,"F",9.3,4,1,36,2,1,0,0,1,24,24,36,17,6,7,13
3,"F",9.7,4,1,39,2,0,0,0,1,24,24,36,17,6,7,13
3,"F",9.5,4,1,41,2,0,0,0,1,24,24,36,17,6,7,13
3,"F",9.8,4,1,45,2,0,1,0,0,24,24,36,17,6,7,13
3,"F",9.8,4,1,46,2,0,0,1,0,24,24,36,17,6,7,13
3,"F",9.9,4,1,47,2,1,0,0,1,24,24,36,17,6,7,13
3,"F",9.1,4,1,49,2,0,0,0,1,24,24,36,17,6,7,13
3,"F",9.6,4,1,50,2,0,0,0,1,24,24,36,17,6,7,13
3,"F",9.7,4,1,53,2,1,0,0,1,24,24,36,17,6,7,13
3,"F",9.4,4,1,54,2,0,0,0,1,24,24,36,17,6,7,13
3,"F",9,4,1,55,2,0,0,1,0,24,24,36,17,6,7,13
3,"F",9.1,4,1,56,2,1,0,0,1,24,24,36,17,6,7,13
3,"F",9.2,4,1,57,2,0,1,0,0,24,24,36,17,6,7,13
3,"F",9.8,4,1,59,2,1,0,0,1,24,24,36,17,6,7,13
4,"F",9.1,4,1,1,1,1,NA,NA,NA,30,18,25,22,9,6,21
4,"F",9.3,4,1,3,1,0,NA,NA,NA,30,18,25,22,9,6,21
4,"F",9.3,4,1,4,1,0,NA,NA,NA,30,18,25,22,9,6,21
4,"F",9.4,4,1,5,1,1,NA,NA,NA,30,18,25,22,9,6,21
4,"F",9.4,4,1,8,1,0,NA,NA,NA,30,18,25,22,9,6,21
4,"F",9.5,4,1,9,1,1,NA,NA,NA,30,18,25,22,9,6,21
4,"F",9.3,4,1,12,1,1,NA,NA,NA,30,18,25,22,9,6,21
4,"F",9.7,4,1,14,1,1,NA,NA,NA,30,18,25,22,9,6,21
4,"F",9.9,4,1,18,1,0,NA,NA,NA,30,18,25,22,9,6,21
4,"F",9.5,4,1,19,1,1,NA,NA,NA,30,18,25,22,9,6,21
4,"F",9.8,4,1,20,1,1,NA,NA,NA,30,18,25,22,9,6,21
4,"F",9.7,4,1,21,1,0,NA,NA,NA,30,18,25,22,9,6,21
4,"F",9.5,4,1,22,1,1,NA,NA,NA,30,18,25,22,9,6,21
4,"F",9.8,4,1,27,1,1,NA,NA,NA,30,18,25,22,9,6,21
4,"F",9.1,4,1,29,1,1,NA,NA,NA,30,18,25,22,9,6,21
4,"F",9.9,4,1,31,1,1,NA,NA,NA,30,18,25,22,9,6,21
4,"F",9.1,4,1,37,1,1,NA,NA,NA,30,18,25,22,9,6,21
4,"F",9.9,4,1,38,1,1,NA,NA,NA,30,18,25,22,9,6,21
4,"F",9.2,4,1,41,1,0,NA,NA,NA,30,18,25,22,9,6,21
4,"F",9.3,4,1,42,1,1,NA,NA,NA,30,18,25,22,9,6,21
4,"F",9.1,4,1,45,1,0,NA,NA,NA,30,18,25,22,9,6,21
4,"F",9.2,4,1,46,1,1,NA,NA,NA,30,18,25,22,9,6,21
4,"F",9.1,4,1,47,1,1,NA,NA,NA,30,18,25,22,9,6,21
4,"F",9.9,4,1,48,1,0,NA,NA,NA,30,18,25,22,9,6,21
4,"F",9.9,4,1,49,1,1,NA,NA,NA,30,18,25,22,9,6,21
4,"F",10,4,1,55,1,1,NA,NA,NA,30,18,25,22,9,6,21
4,"F",9.7,4,1,56,1,1,NA,NA,NA,30,18,25,22,9,6,21
4,"F",9.7,4,1,58,1,1,NA,NA,NA,30,18,25,22,9,6,21
4,"F",9.3,4,1,59,1,1,NA,NA,NA,30,18,25,22,9,6,21
4,"F",9.1,4,1,60,1,0,NA,NA,NA,30,18,25,22,9,6,21
4,"F",9.2,4,1,2,2,0,0,1,0,30,18,25,22,9,6,21
4,"F",9,4,1,6,2,0,0,1,0,30,18,25,22,9,6,21
4,"F",9.2,4,1,7,2,1,0,1,0,30,18,25,22,9,6,21
4,"F",9.4,4,1,10,2,1,0,0,1,30,18,25,22,9,6,21
4,"F",9.3,4,1,11,2,0,1,0,0,30,18,25,22,9,6,21
4,"F",9.8,4,1,13,2,0,0,1,0,30,18,25,22,9,6,21
4,"F",9.3,4,1,15,2,0,1,0,0,30,18,25,22,9,6,21
4,"F",9.6,4,1,16,2,0,1,0,0,30,18,25,22,9,6,21
4,"F",9.5,4,1,17,2,1,0,1,0,30,18,25,22,9,6,21
4,"F",9.2,4,1,23,2,0,1,0,0,30,18,25,22,9,6,21
4,"F",9.9,4,1,24,2,1,0,1,0,30,18,25,22,9,6,21
4,"F",9.5,4,1,25,2,1,0,1,0,30,18,25,22,9,6,21
4,"F",9.1,4,1,26,2,1,0,1,0,30,18,25,22,9,6,21
4,"F",9.5,4,1,28,2,0,0,1,0,30,18,25,22,9,6,21
4,"F",9.8,4,1,30,2,1,0,0,1,30,18,25,22,9,6,21
4,"F",9.1,4,1,32,2,1,0,0,1,30,18,25,22,9,6,21
4,"F",9,4,1,33,2,0,1,0,0,30,18,25,22,9,6,21
4,"F",9.4,4,1,34,2,0,0,0,1,30,18,25,22,9,6,21
4,"F",9.6,4,1,35,2,0,0,0,1,30,18,25,22,9,6,21
4,"F",9.9,4,1,36,2,1,0,1,0,30,18,25,22,9,6,21
4,"F",9.3,4,1,39,2,0,1,0,0,30,18,25,22,9,6,21
4,"F",9.2,4,1,40,2,1,0,0,1,30,18,25,22,9,6,21
4,"F",9.4,4,1,43,2,1,0,1,0,30,18,25,22,9,6,21
4,"F",9.5,4,1,44,2,1,0,1,0,30,18,25,22,9,6,21
4,"F",10,4,1,50,2,0,0,1,0,30,18,25,22,9,6,21
4,"F",9.3,4,1,51,2,0,1,0,0,30,18,25,22,9,6,21
4,"F",10,4,1,52,2,0,0,1,0,30,18,25,22,9,6,21
4,"F",9.6,4,1,53,2,0,1,0,0,30,18,25,22,9,6,21
4,"F",9.5,4,1,54,2,1,0,1,0,30,18,25,22,9,6,21
4,"F",9.8,4,1,57,2,0,1,0,0,30,18,25,22,9,6,21
5,"M",9.5,4,1,1,1,1,NA,NA,NA,40,11,20,13,10,8,11
5,"M",9.6,4,1,3,1,1,NA,NA,NA,40,11,20,13,10,8,11
5,"M",9.1,4,1,4,1,0,NA,NA,NA,40,11,20,13,10,8,11
5,"M",9.5,4,1,5,1,1,NA,NA,NA,40,11,20,13,10,8,11
5,"M",9.9,4,1,8,1,0,NA,NA,NA,40,11,20,13,10,8,11
5,"M",9.3,4,1,10,1,1,NA,NA,NA,40,11,20,13,10,8,11
5,"M",9.1,4,1,11,1,1,NA,NA,NA,40,11,20,13,10,8,11
5,"M",9.5,4,1,13,1,0,NA,NA,NA,40,11,20,13,10,8,11
5,"M",9.5,4,1,15,1,0,NA,NA,NA,40,11,20,13,10,8,11
5,"M",9.9,4,1,16,1,1,NA,NA,NA,40,11,20,13,10,8,11
5,"M",9.9,4,1,17,1,1,NA,NA,NA,40,11,20,13,10,8,11
5,"M",9.1,4,1,19,1,0,NA,NA,NA,40,11,20,13,10,8,11
5,"M",9.1,4,1,20,1,0,NA,NA,NA,40,11,20,13,10,8,11
5,"M",9,4,1,23,1,0,NA,NA,NA,40,11,20,13,10,8,11
5,"M",9.2,4,1,24,1,0,NA,NA,NA,40,11,20,13,10,8,11
5,"M",9.5,4,1,25,1,0,NA,NA,NA,40,11,20,13,10,8,11
5,"M",9.9,4,1,26,1,0,NA,NA,NA,40,11,20,13,10,8,11
5,"M",9.3,4,1,27,1,1,NA,NA,NA,40,11,20,13,10,8,11
5,"M",9.6,4,1,28,1,0,NA,NA,NA,40,11,20,13,10,8,11
5,"M",9.3,4,1,29,1,1,NA,NA,NA,40,11,20,13,10,8,11
5,"M",9.2,4,1,38,1,0,NA,NA,NA,40,11,20,13,10,8,11
5,"M",9.2,4,1,42,1,0,NA,NA,NA,40,11,20,13,10,8,11
5,"M",9.7,4,1,44,1,0,NA,NA,NA,40,11,20,13,10,8,11
5,"M",9.2,4,1,47,1,1,NA,NA,NA,40,11,20,13,10,8,11
5,"M",9.9,4,1,48,1,0,NA,NA,NA,40,11,20,13,10,8,11
5,"M",9.6,4,1,51,1,1,NA,NA,NA,40,11,20,13,10,8,11
5,"M",9.8,4,1,55,1,0,NA,NA,NA,40,11,20,13,10,8,11
5,"M",9.5,4,1,56,1,0,NA,NA,NA,40,11,20,13,10,8,11
5,"M",9.1,4,1,58,1,0,NA,NA,NA,40,11,20,13,10,8,11
5,"M",9.1,4,1,60,1,0,NA,NA,NA,40,11,20,13,10,8,11
5,"M",9.5,4,1,2,2,0,0,1,0,40,11,20,13,10,8,11
5,"M",9.3,4,1,6,2,0,0,1,0,40,11,20,13,10,8,11
5,"M",9,4,1,7,2,1,0,1,0,40,11,20,13,10,8,11
5,"M",9,4,1,9,2,0,0,1,0,40,11,20,13,10,8,11
5,"M",9.1,4,1,12,2,1,0,1,0,40,11,20,13,10,8,11
5,"M",9.4,4,1,14,2,0,0,1,0,40,11,20,13,10,8,11
5,"M",9.3,4,1,18,2,0,0,1,0,40,11,20,13,10,8,11
5,"M",9.9,4,1,21,2,0,1,0,0,40,11,20,13,10,8,11
5,"M",9.1,4,1,22,2,0,1,0,0,40,11,20,13,10,8,11
5,"M",9.6,4,1,30,2,1,0,1,0,40,11,20,13,10,8,11
5,"M",9.8,4,1,31,2,1,0,1,0,40,11,20,13,10,8,11
5,"M",9.9,4,1,32,2,0,1,0,0,40,11,20,13,10,8,11
5,"M",9.5,4,1,33,2,0,0,0,1,40,11,20,13,10,8,11
5,"M",9.1,4,1,34,2,0,1,0,0,40,11,20,13,10,8,11
5,"M",9,4,1,35,2,0,0,1,0,40,11,20,13,10,8,11
5,"M",9.7,4,1,36,2,0,1,0,0,40,11,20,13,10,8,11
5,"M",9.3,4,1,37,2,1,0,1,0,40,11,20,13,10,8,11
5,"M",9,4,1,39,2,1,0,1,0,40,11,20,13,10,8,11
5,"M",9.3,4,1,40,2,0,0,1,0,40,11,20,13,10,8,11
5,"M",9.4,4,1,41,2,1,0,1,0,40,11,20,13,10,8,11
5,"M",9.8,4,1,43,2,0,1,0,0,40,11,20,13,10,8,11
5,"M",9.1,4,1,45,2,1,0,1,0,40,11,20,13,10,8,11
5,"M",9.4,4,1,46,2,0,0,1,0,40,11,20,13,10,8,11
5,"M",9.3,4,1,49,2,1,0,1,0,40,11,20,13,10,8,11
5,"M",9.2,4,1,50,2,0,0,1,0,40,11,20,13,10,8,11
5,"M",9.5,4,1,52,2,1,0,1,0,40,11,20,13,10,8,11
5,"M",9.3,4,1,53,2,1,0,1,0,40,11,20,13,10,8,11
5,"M",9.5,4,1,54,2,0,1,0,0,40,11,20,13,10,8,11
5,"M",10,4,1,57,2,1,0,1,0,40,11,20,13,10,8,11
5,"M",9.2,4,1,59,2,1,0,1,0,40,11,20,13,10,8,11
6,"M",9.5,4,1,3,1,0,NA,NA,NA,36,13,13,36,6,7,13
6,"M",9.1,4,1,4,1,0,NA,NA,NA,36,13,13,36,6,7,13
6,"M",9.4,4,1,5,1,1,NA,NA,NA,36,13,13,36,6,7,13
6,"M",9.1,4,1,6,1,0,NA,NA,NA,36,13,13,36,6,7,13
6,"M",9.9,4,1,11,1,1,NA,NA,NA,36,13,13,36,6,7,13
6,"M",9.9,4,1,13,1,1,NA,NA,NA,36,13,13,36,6,7,13
6,"M",9.9,4,1,15,1,1,NA,NA,NA,36,13,13,36,6,7,13
6,"M",9.5,4,1,19,1,0,NA,NA,NA,36,13,13,36,6,7,13
6,"M",9.6,4,1,21,1,1,NA,NA,NA,36,13,13,36,6,7,13
6,"M",9.9,4,1,24,1,0,NA,NA,NA,36,13,13,36,6,7,13
6,"M",9.7,4,1,25,1,1,NA,NA,NA,36,13,13,36,6,7,13
6,"M",9.5,4,1,28,1,0,NA,NA,NA,36,13,13,36,6,7,13
6,"M",9.9,4,1,29,1,0,NA,NA,NA,36,13,13,36,6,7,13
6,"M",9.5,4,1,30,1,0,NA,NA,NA,36,13,13,36,6,7,13
6,"M",9.7,4,1,33,1,0,NA,NA,NA,36,13,13,36,6,7,13
6,"M",10,4,1,34,1,0,NA,NA,NA,36,13,13,36,6,7,13
6,"M",9.1,4,1,37,1,0,NA,NA,NA,36,13,13,36,6,7,13
6,"M",9.7,4,1,38,1,0,NA,NA,NA,36,13,13,36,6,7,13
6,"M",9.5,4,1,43,1,1,NA,NA,NA,36,13,13,36,6,7,13
6,"M",9.9,4,1,44,1,0,NA,NA,NA,36,13,13,36,6,7,13
6,"M",9.7,4,1,45,1,1,NA,NA,NA,36,13,13,36,6,7,13
6,"M",9.6,4,1,49,1,0,NA,NA,NA,36,13,13,36,6,7,13
6,"M",9.1,4,1,50,1,1,NA,NA,NA,36,13,13,36,6,7,13
6,"M",10,4,1,53,1,1,NA,NA,NA,36,13,13,36,6,7,13
6,"M",9.3,4,1,54,1,1,NA,NA,NA,36,13,13,36,6,7,13
6,"M",9.4,4,1,55,1,0,NA,NA,NA,36,13,13,36,6,7,13
6,"M",9.9,4,1,56,1,1,NA,NA,NA,36,13,13,36,6,7,13
6,"M",9.8,4,1,57,1,0,NA,NA,NA,36,13,13,36,6,7,13
6,"M",9.8,4,1,59,1,1,NA,NA,NA,36,13,13,36,6,7,13
6,"M",9.3,4,1,60,1,0,NA,NA,NA,36,13,13,36,6,7,13
6,"M",9.4,4,1,1,2,0,0,1,0,36,13,13,36,6,7,13
6,"M",9.7,4,1,2,2,0,0,1,0,36,13,13,36,6,7,13
6,"M",9.8,4,1,7,2,1,0,1,0,36,13,13,36,6,7,13
6,"M",9.2,4,1,8,2,0,0,1,0,36,13,13,36,6,7,13
6,"M",9.7,4,1,9,2,1,0,1,0,36,13,13,36,6,7,13
6,"M",9.8,4,1,10,2,1,0,0,1,36,13,13,36,6,7,13
6,"M",9.5,4,1,12,2,0,0,1,0,36,13,13,36,6,7,13
6,"M",9.4,4,1,14,2,0,0,1,0,36,13,13,36,6,7,13
6,"M",9.3,4,1,16,2,0,0,1,0,36,13,13,36,6,7,13
6,"M",9.6,4,1,17,2,1,0,1,0,36,13,13,36,6,7,13
6,"M",9,4,1,18,2,1,0,1,0,36,13,13,36,6,7,13
6,"M",9.3,4,1,20,2,1,0,1,0,36,13,13,36,6,7,13
6,"M",9,4,1,22,2,0,0,1,0,36,13,13,36,6,7,13
