"ID","gender","age","grade","Class","item","session","accuracy","skip","help","self","math_anxiety","buoyancy","avoidance","pc","worry","metacognition","math_ability"
3,"F",9.3,4,1,8,2,1,0,0,1,24,24,36,17,8,2,14
3,"F",9.3,4,1,11,2,1,0,0,1,24,24,36,17,8,2,14
3,"F",9.3,4,1,12,2,0,0,0,1,24,24,36,17,8,2,14
3,"F",9.3,4,1,13,2,0,0,0,1,24,24,36,17,8,2,14
3,"F",9.3,4,1,15,2,0,0,0,1,24,24,36,17,8,2,14
3,"F",9.3,4,1,16,2,0,0,0,1,24,24,36,17,8,2,14
3,"F",9.3,4,1,17,2,0,1,0,0,24,24,36,17,8,2,14
3,"F",9.3,4,1,23,2,1,0,0,1,24,24,36,17,8,2,14
3,"F",9.3,4,1,24,2,0,1,0,0,24,24,36,17,8,2,14
3,"F",9.3,4,1,25,2,1,0,0,1,24,24,36,17,8,2,14
3,"F",9.3,4,1,26,2,0,0,0,1,24,24,36,17,8,2,14
3,"F",9.3,4,1,28,2,0,0,0,1,24,24,36,17,8,2,14
3,"F",9.3,4,1,33,2,1,0,0,1,24,24,36,17,8,2,14
3,"F",9.3,4,1,34,2,0,0,0,1,24,24,36,17,8,2,14
3,"F",9.3,4,1,35,2,0,1,0,0,24,24,36,17,8,2,14
3,"F",9.3,4,1,36,2,0,1,0,0,24,24,36,17,8,2,14
3,"F",9.3,4,1,39,2,0,1,0,0,24,24,36,17,8,2,14
3,"F",9.3,4,1,40,2,1,0,0,1,24,24,36,17,8,2,14
3,"F",9.3,4,1,41,2,0,0,0,1,24,24,36,17,8,2,14
3,"F",9.3,4,1,43,2,1,0,0,1,24,24,36,17,8,2,14
3,"F",9.3,4,1,47,2,1,0,1,0,24,24,36,17,8,2,14
3,"F",9.3,4,1,51,2,1,0,0,1,24,24,36,17,8,2,14
3,"F",9.3,4,1,54,2,0,0,0,1,24,24,36,17,8,2,14
3,"F",9.3,4,1,56,2,1,0,0,1,24,24,36,17,8,2,14
3,"F",9.3,4,1,57,2,0,1,0,0,24,24,36,17,8,2,14
3,"F",9.3,4,1,59,2,0,0,0,1,24,24,36,17,8,2,14
3,"F",9.3,4,1,60,2,0,0,0,1,24,24,36,17,8,2,14
4,"F",9.8,4,1,2,1,1,NA,NA,NA,30,18,25,22,13,2,19
4,"F",9.8,4,1,3,1,1,NA,NA,NA,30,18,25,22,13,2,19
4,"F",9.8,4,1,5,1,0,NA,NA,NA,30,18,25,22,13,2,19
4,"F",9.8,4,1,6,1,0,NA,NA,NA,30,18,25,22,13,2,19
4,"F",9.8,4,1,7,1,1,NA,NA,NA,30,18,25,22,13,2,19
4,"F",9.8,4,1,8,1,1,NA,NA,NA,30,18,25,22,13,2,19
4,"F",9.8,4,1,11,1,1,NA,NA,NA,30,18,25,22,13,2,19
4,"F",9.8,4,1,13,1,0,NA,NA,NA,30,18,25,22,13,2,19
4,"F",9.8,4,1,16,1,1,NA,NA,NA,30,18,25,22,13,2,19
4,"F",9.8,4,1,25,1,1,NA,NA,NA,30,18,25,22,13,2,19
4,"F",9.8,4,1,26,1,1,NA,NA,NA,30,18,25,22,13,2,19
4,"F",9.8,4,1,28,1,0,NA,NA,NA,30,18,25,22,13,2,19
4,"F",9.8,4,1,29,1,0,NA,NA,NA,30,18,25,22,13,2,19
4,"F",9.8,4,1,30,1,1,NA,NA,NA,30,18,25,22,13,2,19
4,"F",9.8,4,1,31,1,0,NA,NA,NA,30,18,25,22,13,2,19
4,"F",9.8,4,1,33,1,1,NA,NA,NA,30,18,25,22,13,2,19
4,"F",9.8,4,1,37,1,0,NA,NA,NA,30,18,25,22,13,2,19
4,"F",9.8,4,1,39,1,1,NA,NA,NA,30,18,25,22,13,2,19
4,"F",9.8,4,1,41,1,1,NA,NA,NA,30,18,25,22,13,2,19
4,"F",9.8,4,1,42,1,1,NA,NA,NA,30,18,25,22,13,2,19
4,"F",9.8,4,1,43,1,1,NA,NA,NA,30,18,25,22,13,2,19
4,"F",9.8,4,1,44,1,1,NA,NA,NA,30,18,25,22,13,2,19
4,"F",9.8,4,1,45,1,1,NA,NA,NA,30,18,25,22,13,2,19
4,"F",9.8,4,1,49,1,1,NA,NA,NA,30,18,25,22,13,2,19
4,"F",9.8,4,1,51,1,0,NA,NA,NA,30,18,25,22,13,2,19
4,"F",9.8,4,1,52,1,0,NA,NA,NA,30,18,25,22,13,2,19
4,"F",9.8,4,1,55,1,0,NA,NA,NA,30,18,25,22,13,2,19
4,"F",9.8,4,1,57,1,1,NA,NA,NA,30,18,25,22,13,2,19
4,"F",9.8,4,1,58,1,1,NA,NA,NA,30,18,25,22,13,2,19
4,"F",9.8,4,1,60,1,0,NA,NA,NA,30,18,25,22,13,2,19
4,"F",9.8,4,1,1,2,0,0,1,0,30,18,25,22,13,2,19
4,"F",9.8,4,1,4,2,1,0,0,1,30,18,25,22,13,2,19
4,"F",9.8,4,1,9,2,1,0,1,0,30,18,25,22,13,2,19
4,"F",9.8,4,1,10,2,1,0,0,1,30,18,25,22,13,2,19
4,"F",9.8,4,1,12,2,0,0,0,1,30,18,25,22,13,2,19
4,"F",9.8,4,1,14,2,0,0,0,1,30,18,25,22,13,2,19
4,"F",9.8,4,1,15,2,1,0,1,0,30,18,25,22,13,2,19
4,"F",9.8,4,1,17,2,0,0,1,0,30,18,25,22,13,2,19
4,"F",9.8,4,1,18,2,1,0,1,0,30,18,25,22,13,2,19
4,"F",9.8,4,1,19,2,0,0,1,0,30,18,25,22,13,2,19
4,"F",9.8,4,1,20,2,1,0,0,1,30,18,25,22,13,2,19
4,"F",9.8,4,1,21,2,0,0,1,0,30,18,25,22,13,2,19
4,"F",9.8,4,1,22,2,0,0,0,1,30,18,25,22,13,2,19
4,"F",9.8,4,1,23,2,1,0,1,0,30,18,25,22,13,2,19
4,"F",9.8,4,1,24,2,0,1,0,0,30,18,25,22,13,2,19
4,"F",9.8,4,1,27,2,0,1,0,0,30,18,25,22,13,2,19
4,"F",9.8,4,1,32,2,0,0,0,1,30,18,25,22,13,2,19
4,"F",9.8,4,1,34,2,1,0,1,0,30,18,25,22,13,2,19
4,"F",9.8,4,1,35,2,0,1,0,0,30,18,25,22,13,2,19
4,"F",9.8,4,1,36,2,1,0,0,1,30,18,25,22,13,2,19
4,"F",9.8,4,1,38,2,0,0,0,1,30,18,25,22,13,2,19
4,"F",9.8,4,1,40,2,1,0,0,1,30,18,25,22,13,2,19
4,"F",9.8,4,1,46,2,1,0,0,1,30,18,25,22,13,2,19
4,"F",9.8,4,1,47,2,0,1,0,0,30,18,25,22,13,2,19
4,"F",9.8,4,1,48,2,1,0,1,0,30,18,25,22,13,2,19
4,"F",9.8,4,1,50,2,0,0,1,0,30,18,25,22,13,2,19
4,"F",9.8,4,1,53,2,1,0,0,1,30,18,25,22,13,2,19
4,"F",9.8,4,1,54,2,1,0,1,0,30,18,25,22,13,2,19
4,"F",9.8,4,1,56,2,1,0,1,0,30,18,25,22,13,2,19
4,"F",9.8,4,1,59,2,0,1,0,0,30,18,25,22,13,2,19
5,"M",9.6,4,1,2,1,1,NA,NA,NA,40,11,20,13,14,3,12
5,"M",9.6,4,1,4,1,1,NA,NA,NA,40,11,20,13,14,3,12
5,"M",9.6,4,1,5,1,1,NA,NA,NA,40,11,20,13,14,3,12
5,"M",9.6,4,1,6,1,0,NA,NA,NA,40,11,20,13,14,3,12
5,"M",9.6,4,1,11,1,1,NA,NA,NA,40,11,20,13,14,3,12
5,"M",9.6,4,1,12,1,0,NA,NA,NA,40,11,20,13,14,3,12
5,"M",9.6,4,1,13,1,1,NA,NA,NA,40,11,20,13,14,3,12
5,"M",9.6,4,1,15,1,0,NA,NA,NA,40,11,20,13,14,3,12
5,"M",9.6,4,1,18,1,0,NA,NA,NA,40,11,20,13,14,3,12
5,"M",9.6,4,1,21,1,0,NA,NA,NA,40,11,20,13,14,3,12
5,"M",9.6,4,1,22,1,1,NA,NA,NA,40,11,20,13,14,3,12
5,"M",9.6,4,1,24,1,0,NA,NA,NA,40,11,20,13,14,3,12
5,"M",9.6,4,1,25,1,0,NA,NA,NA,40,11,20,13,14,3,12
5,"M",9.6,4,1,26,1,1,NA,NA,NA,40,11,20,13,14,3,12
5,"M",9.6,4,1,27,1,0,NA,NA,NA,40,11,20,13,14,3,12
5,"M",9.6,4,1,29,1,1,NA,NA,NA,40,11,20,13,14,3,12
5,"M",9.6,4,1,32,1,1,NA,NA,NA,40,11,20,13,14,3,12
5,"M",9.6,4,1,33,1,0,NA,NA,NA,40,11,20,13,14,3,12
5,"M",9.6,4,1,35,1,0,NA,NA,NA,40,11,20,13,14,3,12
5,"M",9.6,4,1,36,1,1,NA,NA,NA,40,11,20,13,14,3,12
5,"M",9.6,4,1,37,1,1,NA,NA,NA,40,11,20,13,14,3,12
5,"M",9.6,4,1,41,1,0,NA,NA,NA,40,11,20,13,14,3,12
5,"M",9.6,4,1,43,1,0,NA,NA,NA,40,11,20,13,14,3,12
5,"M",9.6,4,1,46,1,1,NA,NA,NA,40,11,20,13,14,3,12
5,"M",9.6,4,1,50,1,0,NA,NA,NA,40,11,20,13,14,3,12
5,"M",9.6,4,1,52,1,0,NA,NA,NA,40,11,20,13,14,3,12
5,"M",9.6,4,1,53,1,0,NA,NA,NA,40,11,20,13,14,3,12
5,"M",9.6,4,1,54,1,0,NA,NA,NA,40,11,20,13,14,3,12
5,"M",9.6,4,1,57,1,0,NA,NA,NA,40,11,20,13,14,3,12
5,"M",9.6,4,1,60,1,0,NA,NA,NA,40,11,20,13,14,3,12
5,"M",9.6,4,1,1,2,0,0,1,0,40,11,20,13,14,3,12
5,"M",9.6,4,1,3,2,1,0,1,0,40,11,20,13,14,3,12
5,"M",9.6,4,1,7,2,1,0,1,0,40,11,20,13,14,3,12
5,"M",9.6,4,1,8,2,0,1,0,0,40,11,20,13,14,3,12
5,"M",9.6,4,1,9,2,1,0,1,0,40,11,20,13,14,3,12
5,"M",9.6,4,1,10,2,1,0,1,0,40,11,20,13,14,3,12
5,"M",9.6,4,1,14,2,1,0,1,0,40,11,20,13,14,3,12
5,"M",9.6,4,1,16,2,0,0,1,0,40,11,20,13,14,3,12
5,"M",9.6,4,1,17,2,0,0,1,0,40,11,20,13,14,3,12
5,"M",9.6,4,1,19,2,1,0,1,0,40,11,20,13,14,3,12
5,"M",9.6,4,1,20,2,0,1,0,0,40,11,20,13,14,3,12
5,"M",9.6,4,1,23,2,0,1,0,0,40,11,20,13,14,3,12
5,"M",9.6,4,1,28,2,0,1,0,0,40,11,20,13,14,3,12
5,"M",9.6,4,1,30,2,0,0,1,0,40,11,20,13,14,3,12
5,"M",9.6,4,1,31,2,0,1,0,0,40,11,20,13,14,3,12
5,"M",9.6,4,1,34,2,0,0,1,0,40,11,20,13,14,3,12
5,"M",9.6,4,1,38,2,0,0,1,0,40,11,20,13,14,3,12
5,"M",9.6,4,1,39,2,0,0,1,0,40,11,20,13,14,3,12
5,"M",9.6,4,1,40,2,0,1,0,0,40,11,20,13,14,3,12
5,"M",9.6,4,1,42,2,0,1,0,0,40,11,20,13,14,3,12
5,"M",9.6,4,1,44,2,0,0,0,1,40,11,20,13,14,3,12
5,"M",9.6,4,1,45,2,0,0,1,0,40,11,20,13,14,3,12
5,"M",9.6,4,1,47,2,1,0,0,1,40,11,20,13,14,3,12
5,"M",9.6,4,1,48,2,0,0,1,0,40,11,20,13,14,3,12
5,"M",9.6,4,1,49,2,0,0,1,0,40,11,20,13,14,3,12
5,"M",9.6,4,1,51,2,0,0,1,0,40,11,20,13,14,3,12
5,"M",9.6,4,1,55,2,0,1,0,0,40,11,20,13,14,3,12
5,"M",9.6,4,1,56,2,0,0,1,0,40,11,20,13,14,3,12
5,"M",9.6,4,1,58,2,0,0,1,0,40,11,20,13,14,3,12
5,"M",9.6,4,1,59,2,1,0,1,0,40,11,20,13,14,3,12
6,"M",9.5,4,1,2,1,1,NA,NA,NA,36,13,13,36,7,2,13
6,"M",9.5,4,1,3,1,0,NA,NA,NA,36,13,13,36,7,2,13
6,"M",9.5,4,1,4,1,0,NA,NA,NA,36,13,13,36,7,2,13
6,"M",9.5,4,1,5,1,1,NA,NA,NA,36,13,13,36,7,2,13
6,"M",9.5,4,1,7,1,1,NA,NA,NA,36,13,13,36,7,2,13
6,"M",9.5,4,1,8,1,0,NA,NA,NA,36,13,13,36,7,2,13
6,"M",9.5,4,1,11,1,1,NA,NA,NA,36,13,13,36,7,2,13
6,"M",9.5,4,1,12,1,0,NA,NA,NA,36,13,13,36,7,2,13
6,"M",9.5,4,1,15,1,0,NA,NA,NA,36,13,13,36,7,2,13
6,"M",9.5,4,1,16,1,0,NA,NA,NA,36,13,13,36,7,2,13
6,"M",9.5,4,1,17,1,0,NA,NA,NA,36,13,13,36,7,2,13
6,"M",9.5,4,1,18,1,0,NA,NA,NA,36,13,13,36,7,2,13
6,"M",9.5,4,1,20,1,1,NA,NA,NA,36,13,13,36,7,2,13
6,"M",9.5,4,1,26,1,0,NA,NA,NA,36,13,13,36,7,2,13
6,"M",9.5,4,1,27,1,1,NA,NA,NA,36,13,13,36,7,2,13
6,"M",9.5,4,1,29,1,1,NA,NA,NA,36,13,13,36,7,2,13
6,"M",9.5,4,1,31,1,0,NA,NA,NA,36,13,13,36,7,2,13
6,"M",9.5,4,1,32,1,0,NA,NA,NA,36,13,13,36,7,2,13
6,"M",9.5,4,1,35,1,1,NA,NA,NA,36,13,13,36,7,2,13
6,"M",9.5,4,1,38,1,1,NA,NA,NA,36,13,13,36,7,2,13
6,"M",9.5,4,1,39,1,1,NA,NA,NA,36,13,13,36,7,2,13
6,"M",9.5,4,1,40,1,1,NA,NA,NA,36,13,13,36,7,2,13
6,"M",9.5,4,1,41,1,0,NA,NA,NA,36,13,13,36,7,2,13
6,"M",9.5,4,1,50,1,1,NA,NA,NA,36,13,13,36,7,2,13
6,"M",9.5,4,1,51,1,0,NA,NA,NA,36,13,13,36,7,2,13
6,"M",9.5,4,1,52,1,0,NA,NA,NA,36,13,13,36,7,2,13
6,"M",9.5,4,1,54,1,0,NA,NA,NA,36,13,13,36,7,2,13
6,"M",9.5,4,1,55,1,0,NA,NA,NA,36,13,13,36,7,2,13
6,"M",9.5,4,1,57,1,1,NA,NA,NA,36,13,13,36,7,2,13
6,"M",9.5,4,1,58,1,0,NA,NA,NA,36,13,13,36,7,2,13
6,"M",9.5,4,1,1,2,0,0,1,0,36,13,13,36,7,2,13
6,"M",9.5,4,1,6,2,1,0,1,0,36,13,13,36,7,2,13
6,"M",9.5,4,1,9,2,1,0,1,0,36,13,13,36,7,2,13
6,"M",9.5,4,1,10,2,1,0,1,0,36,13,13,36,7,2,13
6,"M",9.5,4,1,13,2,0,0,1,0,36,13,13,36,7,2,13
6,"M",9.5,4,1,14,2,1,0,1,0,36,13,13,36,7,2,13
6,"M",9.5,4,1,19,2,0,1,0,0,36,13,13,36,7,2,13
6,"M",9.5,4,1,21,2,0,0,0,1,36,13,13,36,7,2,13
6,"M",9.5,4,1,22,2,0,0,1,0,36,13,13,36,7,2,13
6,"M",9.5,4,1,23,2,1,0,1,0,36,13,13,36,7,2,13
6,"M",9.5,4,1,24,2,0,0,1,0,36,13,13,36,7,2,13
